"customer_id","signup_date","gender","age_group","city","acquisition_channel"
C101323,"2022-04-01",Male,"13-15",Bengaluru,Referral
C101324,"2022-11-19",Other,"16-18",Chennai,Google Ads
C101325,"2022-09-16",Male,"16-18",Rajahmundry,Google Ads
C101326,"2022-11-28",Male,"10-12",Hyderabad,FB Ads
C101327,"2022-04-29",Female,"16-18",Vijayawada,Google Ads
C101328,"2024-03-02",Female,"10-12",Hyderabad,FB Ads
C101329,"2023-02-18",Female,"16-18",Chennai,Organic
C101330,"2024-06-04",Female,"10-12",Rajahmundry,Google Ads
C101331,"2023-06-11",Female,"10-12",Hyderabad,School Partnership
C101332,"2024-04-24",Male,"13-15",Chennai,Organic
C101333,"2022-01-02",Other,"13-15",Vijayawada,FB Ads
C101334,"2023-11-05",Other,"13-15",Bengaluru,Google Ads
C101335,"2024-06-09",Female,"10-12",Delhi,FB Ads
C101336,"2023-07-10",Male,"13-15",Vijayawada,Referral
C101337,"2023-04-19",Female,"16-18",Rajahmundry,Google Ads
C101338,"2023-02-28",Male,"13-15",Delhi,Organic
C101339,"2022-02-25",Male,"10-12",Vijayawada,School Partnership
C101340,"2022-07-12",Male,"13-15",Vijayawada,Google Ads
C101341,"2023-06-15",Male,"10-12",Vijayawada,Referral
C101342,"2023-01-06",Female,"16-18",Vijayawada,Google Ads
C101343,"2023-09-30",Female,"16-18",Delhi,Referral
C101344,"2024-02-14",Female,"13-15",Rajahmundry,Organic
C101345,"2023-05-26",Male,"13-15",Chennai,Organic
C101346,"2023-10-03",Male,"16-18",Hyderabad,Referral
C101347,"2023-03-29",Male,"13-15",Bengaluru,Organic
C101348,"2024-02-18",Other,"16-18",Hyderabad,Organic
C101349,"2022-02-22",Male,"13-15",Hyderabad,Google Ads
C101350,"2022-07-28",Female,"16-18",Bengaluru,Referral
C101351,"2022-10-01",Female,"13-15",Delhi,Organic
C101352,"2023-07-17",Male,"13-15",Rajahmundry,Referral
C101353,"2022-05-15",Female,"16-18",Bengaluru,Google Ads
C101354,"2022-10-22",Female,"13-15",Rajahmundry,FB Ads
C101355,"2023-03-25",Female,"13-15",Delhi,Referral
C101356,"2023-12-17",Female,"10-12",Hyderabad,FB Ads
C101357,"2023-05-12",Male,"13-15",Rajahmundry,Organic
C101358,"2022-05-05",Male,"13-15",Delhi,Organic
C101359,"2022-01-30",Female,"10-12",Delhi,FB Ads
C101360,"2023-10-08",Female,"10-12",Chennai,FB Ads
C101361,"2023-09-16",Male,"13-15",Bengaluru,Referral
C101362,"2024-03-29",Female,"16-18",Chennai,Google Ads
C101363,"2022-09-03",Female,"13-15",Hyderabad,FB Ads
C101364,"2023-12-28",Female,"10-12",Bengaluru,Google Ads
C101365,"2022-06-12",Male,"13-15",Hyderabad,Organic
C101366,"2022-11-15",Female,"10-12",Chennai,Organic
C101367,"2023-07-19",Female,"13-15",Delhi,Referral
C101368,"2022-01-15",Male,"10-12",Hyderabad,Organic
C101369,"2023-07-20",Male,"10-12",Bengaluru,Organic
C101370,"2023-02-22",Other,"10-12",Bengaluru,Google Ads
C101371,"2022-04-06",Male,"13-15",Hyderabad,FB Ads
C101372,"2022-08-19",Female,"10-12",Bengaluru,Referral
C101373,"2024-05-11",Female,"13-15",Delhi,Organic
C101374,"2022-04-27",Male,"13-15",Delhi,Organic
C101375,"2023-04-18",Female,"13-15",Bengaluru,Organic
C101376,"2022-05-01",Male,"13-15",Hyderabad,FB Ads
C101377,"2023-10-26",Female,"16-18",Chennai,FB Ads
C101378,"2024-05-02",Male,"10-12",Bengaluru,FB Ads
C101379,"2022-06-07",Female,"13-15",Bengaluru,Referral
C101380,"2023-05-26",Male,"10-12",Bengaluru,School Partnership
C101381,"2024-01-04",Male,"10-12",Bengaluru,Organic
C101382,"2022-10-26",Other,"13-15",Hyderabad,FB Ads
C101383,"2023-06-06",Male,"13-15",Chennai,FB Ads
C101384,"2023-12-24",Female,"16-18",Chennai,School Partnership
C101385,"2022-10-07",Male,"13-15",Rajahmundry,School Partnership
C101386,"2023-03-02",Female,"16-18",Bengaluru,Organic
C101387,"2024-05-04",Male,"10-12",Bengaluru,Google Ads
C101388,"2023-05-10",Other,"10-12",Rajahmundry,FB Ads
C101389,"2023-04-29",Male,"10-12",Chennai,Organic
C101390,"2022-09-07",Male,"10-12",Vijayawada,Organic
C101391,"2023-04-13",Male,"13-15",Delhi,FB Ads
C101392,"2023-07-19",Male,"13-15",Vijayawada,FB Ads
C101393,"2022-05-29",Female,"10-12",Chennai,Organic
C101394,"2023-01-28",Male,"16-18",Bengaluru,Google Ads
C101395,"2022-07-15",Female,"16-18",Vijayawada,Organic
C101396,"2023-09-06",Male,"10-12",Hyderabad,FB Ads
C101397,"2023-06-05",Male,"10-12",Hyderabad,Organic
C101398,"2024-02-04",Female,"10-12",Rajahmundry,Organic
C101399,"2024-06-19",Female,"10-12",Chennai,FB Ads
C101400,"2022-05-20",Male,"10-12",Chennai,Organic
C101401,"2024-06-03",Male,"13-15",Vijayawada,FB Ads
C101402,"2022-03-13",Male,"10-12",Bengaluru,Organic
C101403,"2022-10-10",Female,"13-15",Chennai,FB Ads
C101404,"2024-03-02",Female,"16-18",Vijayawada,Organic
C101405,"2024-03-19",Male,"13-15",Vijayawada,Google Ads
C101406,"2024-05-24",Female,"16-18",Delhi,Google Ads
C101407,"2023-03-01",Female,"10-12",Delhi,Organic
C101408,"2022-12-15",Female,"13-15",Chennai,FB Ads
C101409,"2024-03-17",Female,"13-15",Vijayawada,Organic
C101410,"2023-06-04",Male,"10-12",Rajahmundry,FB Ads
C101411,"2022-10-01",Male,"10-12",Rajahmundry,Organic
C101412,"2024-04-20",Male,"13-15",Delhi,FB Ads
C101413,"2022-01-03",Male,"13-15",Chennai,FB Ads
C101414,"2022-10-17",Female,"13-15",Bengaluru,School Partnership
C101415,"2024-01-14",Female,"13-15",Rajahmundry,FB Ads
C101416,"2022-11-02",Male,"13-15",Rajahmundry,FB Ads
C101417,"2024-05-07",Male,"10-12",Delhi,FB Ads
C101418,"2023-08-25",Male,"13-15",Delhi,School Partnership
C101419,"2023-08-17",Female,"10-12",Chennai,Google Ads
C101420,"2023-11-07",Male,"10-12",Delhi,Organic
C101421,"2023-05-17",Female,"16-18",Hyderabad,Referral
C101422,"2024-06-05",Male,"13-15",Vijayawada,FB Ads
C101423,"2022-06-02",Male,"13-15",Rajahmundry,Referral
C101424,"2023-04-03",Other,"13-15",Hyderabad,Referral
C101425,"2023-07-06",Other,"13-15",Bengaluru,Organic
C101426,"2023-05-11",Male,"10-12",Hyderabad,Google Ads
C101427,"2022-12-20",Female,"10-12",Chennai,Organic
C101428,"2022-12-07",Female,"10-12",Bengaluru,Organic
C101429,"2023-07-20",Female,"16-18",Bengaluru,Organic
C101430,"2024-02-21",Male,"13-15",Delhi,Google Ads
C101431,"2023-07-11",Female,"13-15",Hyderabad,Organic
C101432,"2023-01-22",Female,"13-15",Chennai,Organic
C101433,"2023-04-12",Female,"16-18",Rajahmundry,Google Ads
C101434,"2022-11-26",Male,"10-12",Delhi,Organic
C101435,"2024-06-09",Male,"10-12",Hyderabad,Organic
C101436,"2022-07-13",Male,"13-15",Rajahmundry,Organic
C101437,"2023-12-16",Female,"16-18",Hyderabad,FB Ads
C101438,"2022-09-02",Male,"16-18",Delhi,FB Ads
C101439,"2023-08-09",Female,"10-12",Rajahmundry,Organic
C101440,"2023-01-28",Other,"16-18",Delhi,School Partnership
C101441,"2022-08-28",Male,"16-18",Hyderabad,Google Ads
C101442,"2024-05-26",Female,"10-12",Bengaluru,Organic
C101443,"2024-03-05",Male,"13-15",Vijayawada,Organic
C101444,"2023-02-25",Female,"13-15",Bengaluru,FB Ads
C101445,"2022-02-14",Male,"16-18",Delhi,Google Ads
C101446,"2022-11-22",Female,"10-12",Delhi,Organic
C101447,"2024-02-02",Female,"16-18",Delhi,Organic
C101448,"2023-04-30",Female,"13-15",Rajahmundry,Referral
C101449,"2023-12-24",Female,"13-15",Chennai,Organic
C101450,"2024-04-10",Female,"13-15",Delhi,FB Ads
C101451,"2023-01-26",Female,"13-15",Bengaluru,Referral
C101452,"2023-01-31",Female,"16-18",Vijayawada,Google Ads
C101453,"2023-11-11",Female,"16-18",Delhi,Organic
C101454,"2024-03-22",Male,"16-18",Delhi,Google Ads
C101455,"2024-04-20",Female,"10-12",Delhi,Organic
C101456,"2023-10-30",Female,"13-15",Rajahmundry,Google Ads
C101457,"2022-06-05",Female,"10-12",Delhi,FB Ads
C101458,"2023-05-23",Male,"13-15",Bengaluru,Referral
C101459,"2022-02-07",Female,"13-15",Hyderabad,School Partnership
C101460,"2022-05-10",Male,"13-15",Chennai,School Partnership
C101461,"2023-05-30",Female,"13-15",Delhi,School Partnership
C101462,"2023-08-28",Male,"16-18",Rajahmundry,FB Ads
C101463,"2022-12-06",Female,"10-12",Bengaluru,FB Ads
C101464,"2024-06-09",Other,"13-15",Delhi,FB Ads
C101465,"2022-04-13",Male,"13-15",Rajahmundry,Google Ads
C101466,"2024-06-14",Other,"10-12",Hyderabad,Referral
C101467,"2024-05-15",Male,"10-12",Vijayawada,Organic
C101468,"2023-03-27",Female,"16-18",Delhi,School Partnership
C101469,"2022-04-13",Female,"16-18",Bengaluru,Referral
C101470,"2023-06-23",Female,"16-18",Rajahmundry,School Partnership
C101471,"2023-04-13",Female,"16-18",Rajahmundry,Referral
C101472,"2022-01-16",Female,"10-12",Delhi,Organic
C101473,"2024-01-10",Male,"13-15",Rajahmundry,Organic
C101474,"2022-05-28",Male,"13-15",Vijayawada,Organic
C101475,"2023-02-24",Female,"13-15",Rajahmundry,Organic
C101476,"2024-06-10",Female,"13-15",Chennai,Google Ads
C101477,"2023-11-02",Female,"13-15",Chennai,Referral
C101478,"2022-06-08",Female,"13-15",Rajahmundry,Referral
C101479,"2022-03-18",Male,"13-15",Delhi,Google Ads
C101480,"2023-04-26",Female,"10-12",Chennai,Organic
C101481,"2024-03-11",Male,"13-15",Bengaluru,Organic
C101482,"2022-09-29",Female,"13-15",Chennai,Organic
C101483,"2022-12-13",Male,"13-15",Rajahmundry,FB Ads
C101484,"2023-10-01",Male,"10-12",Delhi,FB Ads
C101485,"2023-12-11",Male,"13-15",Hyderabad,Organic
C101486,"2023-02-12",Male,"10-12",Delhi,Organic
C101487,"2023-10-28",Female,"13-15",Delhi,Organic
C101488,"2022-03-24",Male,"16-18",Delhi,Google Ads
C101489,"2024-05-22",Male,"13-15",Bengaluru,FB Ads
C101490,"2022-12-03",Male,"10-12",Vijayawada,FB Ads
C101491,"2024-05-22",Male,"13-15",Rajahmundry,FB Ads
C101492,"2023-11-22",Male,"13-15",Vijayawada,School Partnership
C101493,"2024-05-29",Male,"16-18",Hyderabad,Organic
C101494,"2023-07-01",Female,"13-15",Vijayawada,FB Ads
C101495,"2023-01-25",Female,"13-15",Rajahmundry,Google Ads
C101496,"2022-11-21",Female,"13-15",Rajahmundry,FB Ads
C101497,"2023-10-04",Male,"10-12",Hyderabad,School Partnership
C101498,"2024-01-06",Male,"10-12",Rajahmundry,FB Ads
C101499,"2024-02-17",Female,"13-15",Hyderabad,FB Ads
C101500,"2023-05-15",Female,"13-15",Hyderabad,Organic
C101501,"2024-06-12",Male,"13-15",Rajahmundry,Google Ads
C101502,"2023-07-09",Male,"10-12",Chennai,Organic
C101503,"2022-02-06",Male,"10-12",Hyderabad,Organic
C101504,"2023-09-25",Male,"13-15",Rajahmundry,FB Ads
C101505,"2022-03-12",Male,"10-12",Chennai,FB Ads
C101506,"2022-08-29",Female,"13-15",Hyderabad,Organic
C101507,"2023-10-09",Female,"10-12",Chennai,Google Ads
C101508,"2023-12-02",Female,"13-15",Bengaluru,Google Ads
C101509,"2022-10-22",Female,"16-18",Delhi,Organic
C101510,"2022-08-21",Female,"10-12",Bengaluru,FB Ads
C101511,"2024-02-04",Female,"13-15",Chennai,Google Ads
C101512,"2022-04-03",Female,"10-12",Hyderabad,FB Ads
C101513,"2023-03-21",Male,"13-15",Rajahmundry,FB Ads
C101514,"2022-04-11",Male,"13-15",Vijayawada,Organic
C101515,"2024-02-18",Male,"13-15",Rajahmundry,Google Ads
C101516,"2023-10-11",Female,"13-15",Vijayawada,School Partnership
C101517,"2023-12-22",Female,"16-18",Vijayawada,Google Ads
C101518,"2024-06-12",Male,"10-12",Hyderabad,Organic
C101519,"2022-04-13",Female,"10-12",Chennai,FB Ads
C101520,"2023-03-31",Male,"16-18",Rajahmundry,Referral
C101521,"2022-06-20",Female,"13-15",Chennai,Organic
C101522,"2023-12-12",Male,"16-18",Bengaluru,School Partnership
C101523,"2022-11-03",Male,"13-15",Hyderabad,School Partnership
C101524,"2022-01-30",Female,"16-18",Hyderabad,Organic
C101525,"2022-02-17",Male,"13-15",Bengaluru,School Partnership
C101526,"2022-11-29",Male,"13-15",Rajahmundry,FB Ads
C101527,"2024-03-26",Male,"16-18",Delhi,Referral
C101528,"2022-02-27",Female,"13-15",Bengaluru,FB Ads
C101529,"2022-10-28",Female,"10-12",Rajahmundry,FB Ads
C101530,"2023-01-03",Male,"10-12",Vijayawada,Google Ads
C101531,"2023-01-19",Female,"10-12",Hyderabad,Google Ads
C101532,"2023-03-18",Female,"10-12",Rajahmundry,Organic
C101533,"2022-05-30",Male,"13-15",Chennai,FB Ads
C101534,"2022-09-08",Male,"13-15",Chennai,Organic
C101535,"2023-06-28",Male,"13-15",Hyderabad,Organic
C101536,"2023-02-26",Male,"13-15",Bengaluru,Organic
C101537,"2023-08-03",Female,"13-15",Delhi,FB Ads
C101538,"2023-11-30",Male,"10-12",Bengaluru,Organic
C101539,"2024-03-22",Female,"10-12",Rajahmundry,Organic
C101540,"2022-07-04",Female,"10-12",Bengaluru,Organic
C101541,"2022-06-24",Male,"13-15",Hyderabad,Organic
C101542,"2022-06-29",Female,"10-12",Rajahmundry,FB Ads
C101543,"2022-03-22",Male,"10-12",Vijayawada,School Partnership
C101544,"2023-09-17",Other,"13-15",Bengaluru,Organic
C101545,"2024-06-10",Female,"16-18",Bengaluru,School Partnership
C101546,"2023-01-27",Female,"10-12",Delhi,Google Ads
C101547,"2023-09-27",Female,"13-15",Rajahmundry,Google Ads
C101548,"2023-12-01",Male,"13-15",Chennai,Google Ads
C101549,"2022-09-04",Female,"16-18",Bengaluru,Referral
C101550,"2023-05-25",Female,"16-18",Hyderabad,Organic
C101551,"2023-08-21",Female,"10-12",Bengaluru,FB Ads
C101552,"2022-05-27",Female,"10-12",Delhi,Google Ads
C101553,"2022-08-26",Female,"16-18",Vijayawada,FB Ads
C101554,"2023-04-18",Male,"13-15",Delhi,Referral
C101555,"2023-10-16",Male,"13-15",Bengaluru,Organic
C101556,"2022-09-18",Female,"13-15",Chennai,Google Ads
C101557,"2023-04-16",Male,"13-15",Bengaluru,FB Ads
C101558,"2022-09-19",Female,"16-18",Rajahmundry,FB Ads
C101559,"2023-11-14",Female,"16-18",Bengaluru,Organic
C101560,"2022-01-10",Male,"13-15",Chennai,Google Ads
C101561,"2024-04-03",Male,"10-12",Rajahmundry,Referral
C101562,"2023-04-22",Female,"16-18",Hyderabad,FB Ads
C101563,"2022-10-22",Male,"10-12",Rajahmundry,Referral
C101564,"2023-11-25",Female,"10-12",Delhi,FB Ads
C101565,"2023-07-14",Male,"16-18",Vijayawada,Organic
C101566,"2022-06-11",Female,"10-12",Delhi,Organic
C101567,"2022-03-17",Male,"10-12",Rajahmundry,Organic
C101568,"2023-03-29",Female,"10-12",Hyderabad,FB Ads
C101569,"2022-12-20",Male,"16-18",Bengaluru,Organic
C101570,"2023-08-25",Female,"13-15",Rajahmundry,Google Ads
C101571,"2022-11-03",Male,"13-15",Delhi,Google Ads
C101572,"2023-10-17",Female,"10-12",Rajahmundry,Organic
C101573,"2023-03-11",Female,"16-18",Rajahmundry,Organic
C101574,"2023-12-08",Male,"16-18",Rajahmundry,Organic
C101575,"2022-09-14",Male,"13-15",Hyderabad,FB Ads
C101576,"2023-04-13",Male,"13-15",Chennai,Organic
C101577,"2024-05-15",Female,"10-12",Chennai,Organic
C101578,"2022-11-06",Female,"16-18",Rajahmundry,School Partnership
C101579,"2022-07-23",Female,"13-15",Hyderabad,Referral
C101580,"2023-01-29",Male,"16-18",Hyderabad,Organic
C101581,"2024-05-23",Male,"13-15",Rajahmundry,FB Ads
C101582,"2023-05-10",Female,"16-18",Delhi,FB Ads
C101583,"2022-04-20",Female,"16-18",Delhi,Google Ads
C101584,"2022-08-31",Other,"13-15",Vijayawada,FB Ads
C101585,"2023-01-26",Male,"16-18",Rajahmundry,Organic
C101586,"2023-08-09",Female,"13-15",Vijayawada,Google Ads
C101587,"2023-01-03",Male,"10-12",Delhi,FB Ads
C101588,"2023-08-12",Male,"13-15",Delhi,Organic
C101589,"2022-10-30",Female,"13-15",Rajahmundry,FB Ads
C101590,"2023-12-18",Female,"13-15",Vijayawada,FB Ads
C101591,"2022-10-30",Other,"10-12",Vijayawada,Organic
C101592,"2022-01-23",Male,"13-15",Rajahmundry,Organic
C101593,"2024-04-29",Male,"13-15",Vijayawada,FB Ads
C101594,"2023-11-06",Female,"13-15",Bengaluru,Organic
C101595,"2023-02-10",Female,"13-15",Delhi,Google Ads
C101596,"2022-10-09",Male,"13-15",Chennai,Organic
C101597,"2022-01-09",Male,"10-12",Hyderabad,Organic
C101598,"2023-08-03",Male,"13-15",Vijayawada,Google Ads
C101599,"2024-06-04",Female,"10-12",Vijayawada,Google Ads
C101600,"2023-12-04",Male,"10-12",Hyderabad,Referral
C101601,"2024-03-07",Male,"16-18",Vijayawada,FB Ads
C101602,"2024-02-02",Male,"16-18",Hyderabad,Organic
C101603,"2022-02-20",Male,"13-15",Rajahmundry,Google Ads
C101604,"2023-09-13",Male,"16-18",Bengaluru,Google Ads
C101605,"2024-02-03",Female,"16-18",Bengaluru,Organic
C101606,"2023-05-24",Male,"16-18",Delhi,School Partnership
C101607,"2024-05-02",Female,"10-12",Chennai,Organic
C101608,"2022-10-21",Male,"16-18",Vijayawada,School Partnership
C101609,"2024-03-05",Female,"13-15",Chennai,Referral
C101610,"2024-03-29",Female,"13-15",Rajahmundry,Google Ads
C101611,"2022-08-24",Female,"10-12",Bengaluru,School Partnership
C101612,"2023-09-14",Female,"13-15",Rajahmundry,Google Ads
C101613,"2024-04-01",Male,"10-12",Rajahmundry,Organic
C101614,"2022-12-27",Male,"10-12",Vijayawada,FB Ads
C101615,"2022-08-13",Female,"13-15",Rajahmundry,Organic
C101616,"2023-10-14",Other,"16-18",Bengaluru,FB Ads
C101617,"2022-07-14",Female,"16-18",Chennai,Google Ads
C101618,"2023-09-28",Female,"13-15",Bengaluru,FB Ads
C101619,"2022-09-14",Female,"16-18",Vijayawada,Organic
C101620,"2023-11-26",Male,"16-18",Bengaluru,FB Ads
C101621,"2024-02-13",Male,"16-18",Hyderabad,Referral
C101622,"2024-01-09",Female,"10-12",Chennai,Organic
C101623,"2024-02-25",Female,"13-15",Hyderabad,FB Ads
C101624,"2023-11-07",Male,"16-18",Hyderabad,Organic
C101625,"2023-11-29",Female,"13-15",Delhi,Google Ads
C101626,"2024-05-08",Male,"13-15",Vijayawada,Organic
C101627,"2022-05-21",Female,"13-15",Rajahmundry,Google Ads
C101628,"2023-10-06",Male,"13-15",Hyderabad,Organic
C101629,"2022-04-10",Male,"13-15",Bengaluru,Organic
C101630,"2023-10-05",Female,"10-12",Rajahmundry,School Partnership
C101631,"2023-10-24",Male,"13-15",Bengaluru,Organic
C101632,"2022-02-10",Female,"16-18",Bengaluru,FB Ads
C101633,"2022-11-13",Female,"16-18",Rajahmundry,Organic
C101634,"2024-03-18",Female,"10-12",Rajahmundry,FB Ads
C101635,"2023-03-28",Male,"16-18",Bengaluru,FB Ads
C101636,"2022-02-04",Male,"13-15",Vijayawada,Organic
C101637,"2023-08-17",Male,"13-15",Chennai,Organic
C101638,"2023-01-09",Other,"16-18",Delhi,FB Ads
C101639,"2024-01-20",Female,"16-18",Chennai,Google Ads
C101640,"2022-05-15",Female,"16-18",Vijayawada,Google Ads
C101641,"2022-04-03",Female,"13-15",Delhi,FB Ads
C101642,"2022-10-30",Female,"16-18",Rajahmundry,FB Ads
C101643,"2022-12-01",Female,"10-12",Delhi,Organic
C101644,"2024-02-05",Male,"13-15",Bengaluru,Organic
C101645,"2023-03-02",Female,"13-15",Chennai,Organic
C101646,"2022-06-29",Male,"13-15",Delhi,Organic
C101647,"2022-07-25",Female,"10-12",Bengaluru,Organic
C101648,"2022-05-16",Female,"16-18",Vijayawada,FB Ads
C101649,"2024-03-16",Female,"10-12",Delhi,FB Ads
C101650,"2023-07-07",Male,"10-12",Bengaluru,School Partnership
C101651,"2024-06-16",Male,"13-15",Vijayawada,Organic
C101652,"2023-01-10",Male,"13-15",Rajahmundry,Google Ads
C101653,"2023-06-28",Male,"16-18",Vijayawada,Referral
C101654,"2023-05-29",Male,"13-15",Vijayawada,FB Ads
C101655,"2022-10-07",Female,"10-12",Chennai,Organic
C101656,"2024-04-30",Female,"16-18",Bengaluru,Organic
C101657,"2022-06-18",Male,"13-15",Delhi,Organic
C101658,"2022-09-21",Male,"10-12",Chennai,Organic
C101659,"2024-04-24",Male,"13-15",Hyderabad,Google Ads
C101660,"2023-05-09",Female,"13-15",Vijayawada,Organic
C101661,"2024-04-05",Female,"13-15",Hyderabad,Organic
C101662,"2022-10-30",Female,"13-15",Chennai,Google Ads
C101663,"2024-02-04",Female,"16-18",Bengaluru,Google Ads
C101664,"2024-06-10",Other,"16-18",Chennai,FB Ads
C101665,"2022-12-13",Female,"13-15",Bengaluru,Google Ads
C101666,"2024-04-03",Male,"10-12",Bengaluru,FB Ads
C101667,"2022-04-28",Female,"16-18",Rajahmundry,Organic
C101668,"2023-04-25",Male,"13-15",Vijayawada,FB Ads
C101669,"2022-03-19",Female,"13-15",Chennai,FB Ads
C101670,"2022-05-25",Male,"13-15",Bengaluru,School Partnership
C101671,"2024-02-12",Female,"16-18",Chennai,Organic
C101672,"2022-08-20",Female,"13-15",Chennai,FB Ads
C101673,"2024-05-30",Female,"10-12",Bengaluru,Organic
C101674,"2023-11-24",Female,"13-15",Delhi,FB Ads
C101675,"2024-01-12",Male,"16-18",Hyderabad,Organic
C101676,"2023-11-22",Male,"10-12",Vijayawada,Organic
C101677,"2023-02-11",Male,"16-18",Vijayawada,Referral
C101678,"2024-05-16",Male,"13-15",Delhi,FB Ads
C101679,"2024-04-03",Female,"13-15",Rajahmundry,FB Ads
C101680,"2023-07-25",Male,"10-12",Delhi,Organic
C101681,"2023-01-10",Other,"10-12",Rajahmundry,Organic
C101682,"2022-04-03",Female,"16-18",Rajahmundry,FB Ads
C101683,"2024-03-20",Female,"10-12",Delhi,Referral
C101684,"2023-02-09",Male,"16-18",Vijayawada,School Partnership
C101685,"2022-01-15",Female,"13-15",Hyderabad,FB Ads
C101686,"2022-09-28",Female,"10-12",Vijayawada,FB Ads
C101687,"2023-07-04",Female,"10-12",Vijayawada,Referral
C101688,"2022-05-07",Female,"13-15",Vijayawada,FB Ads
C101689,"2023-04-11",Female,"16-18",Delhi,FB Ads
C101690,"2023-01-13",Male,"13-15",Delhi,Organic
C101691,"2023-11-20",Female,"13-15",Delhi,Google Ads
C101692,"2024-02-06",Male,"13-15",Vijayawada,FB Ads
C101693,"2023-11-20",Male,"13-15",Hyderabad,Referral
C101694,"2022-09-26",Male,"13-15",Rajahmundry,Google Ads
C101695,"2023-08-22",Male,"16-18",Chennai,Organic
C101696,"2023-01-26",Male,"13-15",Rajahmundry,Google Ads
C101697,"2024-04-22",Male,"13-15",Rajahmundry,Referral
C101698,"2023-10-16",Other,"10-12",Chennai,Organic
C101699,"2023-01-16",Female,"16-18",Vijayawada,Organic
C101700,"2022-04-21",Other,"10-12",Hyderabad,Organic
C101701,"2023-11-23",Male,"10-12",Hyderabad,FB Ads
C101702,"2022-08-28",Male,"13-15",Rajahmundry,FB Ads
C101703,"2023-04-28",Female,"13-15",Chennai,FB Ads
C101704,"2022-01-26",Male,"13-15",Bengaluru,Organic
C101705,"2023-09-27",Male,"13-15",Vijayawada,Referral
C101706,"2023-07-29",Female,"16-18",Rajahmundry,Organic
C101707,"2022-12-02",Male,"10-12",Hyderabad,Organic
C101708,"2023-09-17",Female,"16-18",Delhi,FB Ads
C101709,"2022-08-15",Female,"13-15",Delhi,FB Ads
C101710,"2023-10-26",Male,"13-15",Chennai,Organic
C101711,"2022-03-06",Male,"13-15",Chennai,Organic
C101712,"2023-10-13",Female,"10-12",Rajahmundry,Organic
C101713,"2024-04-23",Male,"16-18",Bengaluru,Google Ads
C101714,"2023-04-21",Male,"13-15",Hyderabad,Google Ads
C101715,"2023-12-19",Other,"13-15",Rajahmundry,FB Ads
C101716,"2022-11-06",Male,"13-15",Bengaluru,Google Ads
C101717,"2023-10-27",Female,"16-18",Chennai,Google Ads
C101718,"2023-02-23",Other,"13-15",Delhi,Organic
C101719,"2022-04-30",Male,"16-18",Vijayawada,School Partnership
C101720,"2022-05-24",Male,"13-15",Delhi,Referral
C101721,"2022-02-16",Male,"10-12",Hyderabad,Organic
C101722,"2022-02-08",Male,"10-12",Hyderabad,Organic
C101723,"2022-11-08",Male,"13-15",Delhi,Organic
C101724,"2023-05-20",Female,"10-12",Delhi,Organic
C101725,"2022-04-29",Male,"10-12",Bengaluru,Google Ads
C101726,"2022-04-10",Female,"16-18",Rajahmundry,FB Ads
C101727,"2022-08-29",Other,"16-18",Chennai,Google Ads
C101728,"2023-07-05",Female,"13-15",Bengaluru,Google Ads
C101729,"2022-05-19",Female,"10-12",Vijayawada,Google Ads
C101730,"2023-02-02",Male,"10-12",Delhi,Google Ads
C101731,"2023-04-10",Female,"10-12",Vijayawada,Organic
C101732,"2023-01-15",Female,"13-15",Vijayawada,Organic
C101733,"2023-11-18",Male,"16-18",Bengaluru,Google Ads
C101734,"2024-01-31",Male,"13-15",Chennai,Organic
C101735,"2023-12-15",Female,"10-12",Hyderabad,Organic
C101736,"2023-07-08",Male,"13-15",Rajahmundry,Referral
C101737,"2023-03-06",Male,"13-15",Hyderabad,Google Ads
C101738,"2023-08-25",Male,"13-15",Chennai,Organic
C101739,"2024-01-31",Male,"13-15",Hyderabad,Google Ads
C101740,"2024-01-15",Female,"13-15",Delhi,Google Ads
C101741,"2022-06-08",Female,"10-12",Delhi,Organic
C101742,"2023-03-01",Female,"10-12",Bengaluru,Organic
C101743,"2023-11-02",Male,"16-18",Vijayawada,School Partnership
C101744,"2022-04-12",Male,"10-12",Chennai,Organic
C101745,"2024-05-03",Female,"10-12",Chennai,Organic
C101746,"2023-05-17",Male,"10-12",Hyderabad,FB Ads
C101747,"2023-09-23",Male,"10-12",Bengaluru,Google Ads
C101748,"2023-02-22",Female,"13-15",Hyderabad,Organic
C101749,"2022-10-14",Male,"16-18",Hyderabad,Organic
C101750,"2022-02-03",Female,"13-15",Chennai,Organic
C101751,"2023-12-08",Male,"13-15",Hyderabad,School Partnership
C101752,"2023-01-15",Male,"13-15",Vijayawada,Organic
C101753,"2022-08-11",Male,"13-15",Hyderabad,FB Ads
C101754,"2023-03-31",Other,"16-18",Vijayawada,School Partnership
C101755,"2023-04-01",Female,"16-18",Chennai,Organic
C101756,"2022-08-30",Female,"10-12",Bengaluru,School Partnership
C101757,"2024-05-25",Female,"16-18",Delhi,School Partnership
C101758,"2023-01-07",Male,"13-15",Vijayawada,Referral
C101759,"2022-04-12",Female,"16-18",Bengaluru,Organic
C101760,"2023-12-04",Male,"13-15",Bengaluru,Google Ads
C101761,"2023-01-12",Female,"16-18",Vijayawada,Google Ads
C101762,"2023-07-12",Male,"16-18",Chennai,School Partnership
C101763,"2023-10-23",Female,"10-12",Rajahmundry,Organic
C101764,"2023-01-03",Male,"13-15",Bengaluru,Google Ads
